Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
Sample_TB-2463-31A_XenofilteR.53	-	contig001950	-	5321	5632	1.856436	675.398560	1349.489624
Sample_TB-2463-31A_XenofilteR.54	-	contig001982	-	1212	1541	9.897058	3600.694336	7194.418457
Sample_TB-2463-31A_XenofilteR.55	-	contig002004	+	13647	13964	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.56	-	contig002004	+	14803	15162	1.383764	503.433594	1005.892578
Sample_TB-2463-31A_XenofilteR.57	-	contig002024	-	262	780	1.208571	439.695831	878.540405
Sample_TB-2463-31A_XenofilteR.58	-	contig002031	+	2750	3251	1.022113	371.859650	742.999390
Sample_TB-2463-31A_XenofilteR.59	-	contig002040	-	4599	5017	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.60	-	contig002040	-	1462	1900	1.862963	677.773193	1354.234253
Sample_TB-2463-31A_XenofilteR.61	-	contig002046	-	1723	2025	2.000000	727.629272	1453.849976
Sample_TB-2463-31A_XenofilteR.62	-	contig002084	-	17037	17396	5.344340	1944.349121	3884.934082
Sample_TB-2463-31A_XenofilteR.63	-	contig002084	-	28899	29390	1.018051	370.381866	740.046692
Sample_TB-2463-31A_XenofilteR.64	-	contig002090	-	5137	5558	2.591716	942.904236	1883.983032
Sample_TB-2463-31A_XenofilteR.65	-	contig002092	-	7897	8361	1.892256	688.430420	1375.528076
Sample_TB-2463-31A_XenofilteR.66	-	contig002125	-	12110	12485	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.67	-	contig002165	-	4353	4718	1.012097	368.215729	735.718567
Sample_TB-2463-31A_XenofilteR.68	-	contig002165	+	15153	15516	2.613044	950.663635	1899.486938
Sample_TB-2463-31A_XenofilteR.69	-	contig002218	+	20047	20422	2.000000	727.629272	1453.849976
Sample_TB-2463-31A_XenofilteR.70	-	contig002225	-	17502	17851	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.71	-	contig002261	-	6701	7349	1.761658	640.916992	1280.593140
Sample_TB-2463-31A_XenofilteR.72	-	contig002283	-	16574	16907	1.702222	619.293274	1237.387695
Sample_TB-2463-31A_XenofilteR.73	-	contig002313	-	9510	9842	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.74	-	contig002317	+	11941	12308	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.75	-	contig002317	+	17715	18188	1.905405	693.214233	1385.086426
Sample_TB-2463-31A_XenofilteR.76	-	contig002324	+	7237	7632	1.841924	670.118896	1338.940552
Sample_TB-2463-31A_XenofilteR.77	-	contig002423	-	15077	15453	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.78	-	contig002486	+	4046	4333	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.79	-	contig002488	-	14415	14844	4.319527	1571.507202	3139.971924
Sample_TB-2463-31A_XenofilteR.80	-	contig002506	+	1177	1477	3.004785	1093.184814	2184.253174
Sample_TB-2463-31A_XenofilteR.81	-	contig002614	+	6763	7152	1.088889	396.153748	791.540588
Sample_TB-2463-31A_XenofilteR.82	-	contig002650	+	8276	8606	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.83	-	contig002653	-	9791	10181	1.134868	412.881592	824.963867
Sample_TB-2463-31A_XenofilteR.84	-	contig002653	-	15334	15764	1.358757	494.335693	987.714355
Sample_TB-2463-31A_XenofilteR.85	-	contig002666	-	18176	18516	1.641921	597.354919	1193.553345
Sample_TB-2463-31A_XenofilteR.86	-	contig002715	-	4	425	14.669628	5808.461426	11605.677734
Sample_TB-2463-31A_XenofilteR.87	-	contig002710	-	566	915	142.819260	52318.484375	104535.679688
Sample_TB-2463-31A_XenofilteR.88	-	contig002726	-	5247	5907	1.303448	474.213440	947.508911
Sample_TB-2463-31A_XenofilteR.89	-	contig002744	-	806	1244	1.192029	433.677612	866.515625
Sample_TB-2463-31A_XenofilteR.90	-	contig002776	+	1055	1442	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.91	-	contig002815	+	3868	4179	2.000000	727.629272	1453.849976
Sample_TB-2463-31A_XenofilteR.92	-	contig002871	-	8677	9060	1.324138	481.740784	962.548950
Sample_TB-2463-31A_XenofilteR.93	-	contig002893	+	18982	19349	11.340000	4125.658203	8243.329102
Sample_TB-2463-31A_XenofilteR.94	-	contig002911	+	992	1299	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.95	-	contig002926	-	2591	2989	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.96	-	contig002935	+	10420	10798	2.000000	727.629272	1453.849976
Sample_TB-2463-31A_XenofilteR.97	-	contig002935	-	12350	13495	1.520170	553.060120	1105.049561
Sample_TB-2463-31A_XenofilteR.98	-	contig002945	+	2204	2565	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.99	-	contig002980	+	5321	5722	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.100	-	contig002981	-	8614	8992	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.101	-	contig002715	.	1055	1663	-0.000154	56865.332031	113620.578125
Sample_TB-2463-31A_XenofilteR.102	-	contig003006	+	8138	8506	1.813688	659.846252	1318.415039
Sample_TB-2463-31A_XenofilteR.103	-	contig003006	-	11424	11818	1.575000	573.008057	1144.906860
Sample_TB-2463-31A_XenofilteR.104	-	contig003015	+	3617	3999	2.000000	727.629272	1453.849976
Sample_TB-2463-31A_XenofilteR.105	-	contig003029	+	16188	16481	1.107623	402.969482	805.158813
Sample_TB-2463-31A_XenofilteR.106	-	contig003033	-	15521	15883	1.204380	438.171082	875.493896
Sample_TB-2463-31A_XenofilteR.107	-	contig003151	+	6255	6580	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.108	-	contig003240	+	27226	27516	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.109	-	contig003259	+	1276	1701	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.110	-	contig003284	-	1029	1404	2.000000	727.629272	1453.849976
Sample_TB-2463-31A_XenofilteR.111	-	contig003316	+	24662	25054	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.112	-	contig003354	-	36451	37104	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.113	-	contig003405	-	29480	29938	5.544199	2017.060791	4030.216553
Sample_TB-2463-31A_XenofilteR.114	-	contig003405	+	30880	31538	3.229391	1174.899780	2347.524902
Sample_TB-2463-31A_XenofilteR.115	-	contig003462	+	1467	1802	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.116	-	contig003490	+	12221	12543	2.097778	763.202393	1524.927246
Sample_TB-2463-31A_XenofilteR.117	-	contig003516	-	13177	13533	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.118	-	contig003518	-	6450	6778	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.119	-	contig003527	+	36634	37025	1.830721	666.043091	1330.796753
Sample_TB-2463-31A_XenofilteR.120	-	contig003624	+	5176	5518	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.121	-	contig003680	+	1636	1921	1.181818	429.962677	859.093018
Sample_TB-2463-31A_XenofilteR.122	-	contig003680	-	4753	5070	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.123	-	contig003680	+	2335	2937	1.158358	421.427612	842.039368
Sample_TB-2463-31A_XenofilteR.124	-	contig003725	-	8307	8627	2.000000	727.629272	1453.849976
Sample_TB-2463-31A_XenofilteR.125	-	contig003731	+	11736	12455	2.225058	809.508728	1617.450195
Sample_TB-2463-31A_XenofilteR.126	-	contig003783	+	9794	10299	1.798722	654.401428	1307.535889
Sample_TB-2463-31A_XenofilteR.127	-	contig003783	-	19984	20708	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.128	-	contig003795	-	8115	8548	2.100746	764.282104	1527.084717
Sample_TB-2463-31A_XenofilteR.129	-	contig003815	+	5566	5935	1.174905	427.447632	854.067749
Sample_TB-2463-31A_XenofilteR.130	-	contig003826	-	3982	4323	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.131	-	contig003858	-	15829	16353	1.791339	651.715332	1302.169067
Sample_TB-2463-31A_XenofilteR.132	-	contig003864	+	9344	9706	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.133	-	contig003869	-	8016	8381	6.648215	2442.077393	4879.427246
Sample_TB-2463-31A_XenofilteR.134	-	contig003875	+	19029	19350	2.000000	727.629272	1453.849976
Sample_TB-2463-31A_XenofilteR.135	-	contig003878	-	6800	7273	1.394545	507.355865	1013.729553
Sample_TB-2463-31A_XenofilteR.136	-	contig003928	-	5739	6158	2.862069	1041.262573	2080.509277
Sample_TB-2463-31A_XenofilteR.137	-	contig003942	+	2284	2767	4.517915	1643.683472	3284.185303
Sample_TB-2463-31A_XenofilteR.138	-	contig003949	-	11160	11619	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.139	-	contig004013	+	12085	12386	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.140	-	contig004034	-	12187	12541	2.985130	1086.034058	2169.965576
Sample_TB-2463-31A_XenofilteR.141	-	contig004049	-	3397	3784	2.000000	727.629272	1453.849976
Sample_TB-2463-31A_XenofilteR.142	-	contig004101	+	5863	6273	1.964856	714.843384	1428.302856
Sample_TB-2463-31A_XenofilteR.143	-	contig004192	+	2780	3244	1.575931	573.346802	1145.583618
Sample_TB-2463-31A_XenofilteR.144	-	contig004192	+	3660	4153	1.747331	635.704651	1270.178467
Sample_TB-2463-31A_XenofilteR.145	-	contig004206	-	23127	23742	1.584270	576.380615	1151.645386
Sample_TB-2463-31A_XenofilteR.146	-	contig004218	-	11895	12285	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.147	-	contig004290	-	8633	8929	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.148	-	contig004338	-	362	754	2.199357	800.158264	1598.767456
Sample_TB-2463-31A_XenofilteR.149	-	contig004338	-	1235	1561	1.612500	586.651123	1172.166504
Sample_TB-2463-31A_XenofilteR.150	-	contig004338	+	3625	3909	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.151	-	contig004381	+	17634	18106	1.286550	468.065735	935.225281
Sample_TB-2463-31A_XenofilteR.152	-	contig004404	+	10056	11011	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.153	-	contig004408	-	4963	5592	1.259398	458.187439	915.487854
Sample_TB-2463-31A_XenofilteR.154	-	contig004424	-	2377	2740	1.636029	595.211304	1189.270264
Sample_TB-2463-31A_XenofilteR.155	-	contig004460	-	14098	14495	2.689543	978.495117	1955.095947
Sample_TB-2463-31A_XenofilteR.156	-	contig004466	+	13077	13685	1.431818	520.916321	1040.824219
Sample_TB-2463-31A_XenofilteR.157	-	contig004474	-	2489	2903	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.158	-	contig004521	+	2640	3060	2.368421	861.666260	1721.664307
Sample_TB-2463-31A_XenofilteR.159	-	contig004615	-	1457	1881	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.160	-	contig004719	-	5142	5485	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.161	-	contig004721	+	7477	7834	2.505660	911.595886	1821.426758
Sample_TB-2463-31A_XenofilteR.162	-	contig004721	-	9618	10073	1.531773	557.281433	1113.484009
Sample_TB-2463-31A_XenofilteR.163	-	contig004801	-	7197	7516	3.000000	1091.443970	2180.774902
Sample_TB-2463-31A_XenofilteR.164	-	contig004822	-	11456	11916	1.980769	720.632751	1439.870483
Sample_TB-2463-31A_XenofilteR.165	-	contig004823	+	6077	6495	2.000000	727.629272	1453.849976
Sample_TB-2463-31A_XenofilteR.166	-	contig004237	.	152	548	-0.000177	81660.226562	163162.359375
Sample_TB-2463-31A_XenofilteR.167	-	contig004871	-	13279	14142	1.117302	406.490784	812.194702
Sample_TB-2463-31A_XenofilteR.168	-	contig004908	+	27394	27710	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.169	-	contig004909	+	8918	9445	1.558621	567.049133	1133.000488
Sample_TB-2463-31A_XenofilteR.170	-	contig004915	-	8662	9012	1.500000	545.721985	1090.387451
Sample_TB-2463-31A_XenofilteR.171	-	contig004926	+	895	1352	4.176471	1519.461426	3035.981201
Sample_TB-2463-31A_XenofilteR.172	-	contig004964	-	9094	9396	3.000000	1091.443970	2180.774902
Sample_TB-2463-31A_XenofilteR.173	-	contig005005	-	6568	7161	1.032767	375.735779	750.744141
Sample_TB-2463-31A_XenofilteR.174	-	contig005039	-	5248	6019	1.646914	599.171448	1197.182861
Sample_TB-2463-31A_XenofilteR.175	-	contig005044	+	4051	4368	1.288703	468.848999	936.790405
Sample_TB-2463-31A_XenofilteR.176	-	contig005078	+	13998	14446	3.292253	1197.769775	2393.220947
Sample_TB-2463-31A_XenofilteR.177	-	contig005111	-	12350	12715	5.554645	2020.861206	4037.810059
Sample_TB-2463-31A_XenofilteR.178	-	contig005111	-	14495	15026	2.185185	795.002319	1588.465576
Sample_TB-2463-31A_XenofilteR.179	-	contig005111	+	13657	14203	3.674944	1336.998413	2671.408447
Sample_TB-2463-31A_XenofilteR.180	-	contig005174	+	4403	4758	3.007407	1094.138672	2186.159180
Sample_TB-2463-31A_XenofilteR.181	-	contig005236	-	10402	10694	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.182	-	contig005270	+	4545	4939	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.183	-	contig005286	-	2821	3469	1.670554	607.771973	1214.367432
Sample_TB-2463-31A_XenofilteR.184	-	contig005354	-	18078	18985	2.480484	902.436462	1803.125732
Sample_TB-2463-31A_XenofilteR.185	-	contig005354	-	19131	19606	2.821079	1026.349854	2050.712646
Sample_TB-2463-31A_XenofilteR.186	-	contig005467	-	1303	1598	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.187	-	contig005474	-	7222	7575	1.719723	625.660400	1250.109619
Sample_TB-2463-31A_XenofilteR.188	-	contig005536	+	11303	11645	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.189	-	contig005620	+	21786	22126	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.190	-	contig005775	+	361	819	1.403433	510.589447	1020.190491
Sample_TB-2463-31A_XenofilteR.191	-	contig005794	-	981	1456	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.192	-	contig005859	-	5964	6719	2.274662	827.555420	1653.508545
Sample_TB-2463-31A_XenofilteR.193	-	contig005891	+	6197	6515	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.194	-	contig005993	+	7847	8162	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.195	-	contig006021	+	5703	6166	1.965157	714.952881	1428.521729
Sample_TB-2463-31A_XenofilteR.196	-	contig006037	+	18975	19484	2.000000	727.629272	1453.849976
Sample_TB-2463-31A_XenofilteR.197	-	contig006038	+	4251	4837	1.837321	668.444336	1335.594482
Sample_TB-2463-31A_XenofilteR.198	-	contig006038	+	5142	5587	2.450276	891.446228	1781.166748
Sample_TB-2463-31A_XenofilteR.199	-	contig006040	-	1591	2213	1.212500	441.125244	881.396545
Sample_TB-2463-31A_XenofilteR.200	-	contig006052	-	10601	11142	1.849885	673.015198	1344.727539
Sample_TB-2463-31A_XenofilteR.201	-	contig006119	+	857	1352	1.602151	582.885986	1164.643555
Sample_TB-2463-31A_XenofilteR.202	-	contig006128	-	906	1227	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.203	-	contig006274	-	5147	5508	2.000000	727.629272	1453.849976
Sample_TB-2463-31A_XenofilteR.204	-	contig006349	-	957	1732	1.970320	716.831238	1432.274780
Sample_TB-2463-31A_XenofilteR.205	-	contig006355	+	5379	5715	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.206	-	contig006405	-	1282	2885	10.036155	3822.893555	7638.386719
Sample_TB-2463-31A_XenofilteR.207	-	contig006459	-	1737	2041	1.256198	457.023224	913.161682
Sample_TB-2463-31A_XenofilteR.208	-	contig006485	-	6739	7056	1.444444	525.509827	1050.002441
Sample_TB-2463-31A_XenofilteR.209	-	contig006524	-	3923	4291	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.210	-	contig006708	+	5639	6079	2.787356	1014.080872	2026.198608
Sample_TB-2463-31A_XenofilteR.211	-	contig006711	-	60	397	3.558333	1294.573608	2586.641113
Sample_TB-2463-31A_XenofilteR.212	-	contig006711	-	1048	1683	2.415775	878.894653	1756.087891
Sample_TB-2463-31A_XenofilteR.213	-	contig006742	+	390	923	2.957831	1076.102173	2150.121094
Sample_TB-2463-31A_XenofilteR.214	-	contig006792	-	18691	19104	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.215	-	contig006812	+	845	1157	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.216	-	contig006818	-	764	1120	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.217	-	contig006832	+	366	693	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.218	-	contig006837	-	8414	8780	1.537736	559.450867	1117.818726
Sample_TB-2463-31A_XenofilteR.219	-	contig006570	-	566	915	142.249969	52119.886719	104138.859375
Sample_TB-2463-31A_XenofilteR.220	-	contig007347	-	4924	5291	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.221	-	contig007350	+	5967	6320	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.222	-	contig007376	-	13268	13650	5.261096	1914.063721	3824.422119
Sample_TB-2463-31A_XenofilteR.223	-	contig007413	-	2194	2486	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.224	-	contig007478	+	2643	3258	1.066787	388.112732	775.474121
Sample_TB-2463-31A_XenofilteR.225	-	contig007514	-	4084	4545	1.075269	391.198608	781.639893
Sample_TB-2463-31A_XenofilteR.226	-	contig007558	+	3606	3882	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.227	-	contig007591	-	13292	13687	1.312925	477.661316	954.397949
Sample_TB-2463-31A_XenofilteR.228	-	contig007591	+	10199	10545	7.876426	2865.559082	5725.570801
Sample_TB-2463-31A_XenofilteR.229	-	contig007668	-	4275	4586	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.230	-	contig007919	-	46	662	1.507353	548.397095	1095.732544
Sample_TB-2463-31A_XenofilteR.231	-	contig007994	+	11599	12055	1.630435	593.176086	1185.203857
Sample_TB-2463-31A_XenofilteR.232	-	contig008071	+	7182	7624	1.458689	530.692444	1060.357422
Sample_TB-2463-31A_XenofilteR.233	-	contig008257	+	14946	15342	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.234	-	contig008353	+	6039	6404	1.251046	455.148804	909.416565
Sample_TB-2463-31A_XenofilteR.235	-	contig008436	-	6781	7719	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.236	-	contig008441	-	4913	5272	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.237	-	contig008439	-	3530	3974	1.250674	455.013519	909.146179
Sample_TB-2463-31A_XenofilteR.238	-	contig008563	-	7107	7700	1.032767	375.735779	750.744141
Sample_TB-2463-31A_XenofilteR.239	-	contig008614	+	17092	17475	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.240	-	contig008619	+	1103	1447	1.361111	495.192139	989.425537
Sample_TB-2463-31A_XenofilteR.241	-	contig008635	-	1523	1895	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.242	-	contig008931	-	10922	11496	1.050167	382.066132	763.392578
Sample_TB-2463-31A_XenofilteR.243	-	contig008999	-	25481	25953	3.575758	1300.913208	2599.307861
Sample_TB-2463-31A_XenofilteR.244	-	contig009295	-	3392	3684	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.245	-	contig000189	-	17749	18062	1.466942	533.694946	1066.356812
Sample_TB-2463-31A_XenofilteR.246	-	contig000218	+	2569	3184	1.066787	388.112732	775.474121
Sample_TB-2463-31A_XenofilteR.247	-	contig000219	+	17178	17767	2.245902	817.092041	1632.602173
Sample_TB-2463-31A_XenofilteR.248	-	contig000229	+	7268	7830	2.037037	741.103882	1480.772949
Sample_TB-2463-31A_XenofilteR.249	-	contig000234	-	43260	43659	1.445483	525.887878	1050.757690
Sample_TB-2463-31A_XenofilteR.250	-	contig000265	+	40865	41660	2.389610	869.375488	1737.067871
Sample_TB-2463-31A_XenofilteR.251	-	contig000293	+	37948	38394	2.000000	727.629272	1453.849976
Sample_TB-2463-31A_XenofilteR.252	-	contig000307	+	8991	9488	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.253	-	contig008316	+	1170	2190	91.396049	36732.195312	73393.281250
Sample_TB-2463-31A_XenofilteR.254	-	contig008316	+	3668	4227	47.264286	17617.724609	35201.339844
Sample_TB-2463-31A_XenofilteR.255	-	contig000320	+	16839	17553	2.584388	940.238220	1878.656128
Sample_TB-2463-31A_XenofilteR.256	-	contig000329	+	2611	3090	1.444915	525.681274	1050.344727
Sample_TB-2463-31A_XenofilteR.257	-	contig000340	+	26973	27298	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.258	-	contig000410	+	1157	2138	1.834081	667.265503	1333.239258
Sample_TB-2463-31A_XenofilteR.259	-	contig000412	+	27544	27925	2.481100	902.660522	1803.573486
Sample_TB-2463-31A_XenofilteR.260	-	contig000419	-	14044	14349	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.261	-	contig000423	-	8557	8831	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.262	-	contig000429	+	19394	19859	1.000000	363.814636	726.924988
Sample_TB-2463-31A_XenofilteR.263	-	contig000466	+	16127	16634	1.431159	520.676636	1040.345215
Sample_TB-2463-31A_XenofilteR.264	-	contig000467	+	11279	11613	1.000000	363.814636	726.924988
